100
32,98,4
28,31,9
8,78,1
27,63,3
16,29,8
1,14,6
29,94,7
27,64,5
6,45,1
22,51,4
76,93,4
9,20,4
12,52,4
72,99,9
32,67,9
74,81,3
12,53,10
56,72,2
32,38,10
9,46,1
30,83,4
29,49,6
45,81,10
15,85,8
23,29,6
88,89,10
18,93,1
40,79,6
16,88,10
44,46,5
8,57,6
61,82,2
27,60,4
11,32,7
20,78,6
21,49,8
18,85,8
23,61,4
9,19,4
7,24,7
15,42,1
59,91,3
14,89,4
6,14,4
7,67,7
46,77,9
47,61,5
11,87,7
3,16,7
60,64,2
25,76,10
79,91,2
19,39,8
76,91,3
7,97,4
27,50,8
10,86,3
14,75,2
10,13,6
19,88,5
7,91,5
36,52,10
39,45,5
39,72,9
69,92,6
33,99,1
28,52,6
49,59,10
59,80,6
39,96,3
65,94,2
35,95,7
32,41,5
21,79,4
8,68,7
1,6,8
33,78,6
23,78,2
28,44,1
17,70,3
51,70,5
9,96,4
39,77,1
13,18,3
38,81,6
19,35,2
49,97,10
26,38,4
24,88,9
6,83,3
26,56,6
88,92,4
78,98,3
24,54,10
31,86,6
28,70,10
39,83,3
20,55,10
47,68,4
19,83,7
79,92,1
58,90,6
16,42,3
34,66,9
69,85,8
55,84,10
33,53,10
54,59,5
37,49,2
64,71,3
41,47,9
81,85,8
4,95,1
4,45,8
2,60,2
48,99,9
22,90,3
51,85,9
16,25,7
7,38,8
5,33,9
49,95,8
1,45,7
45,50,7
19,65,7
7,90,1
23,97,1
53,84,5
65,81,7
69,91,10
9,40,6
72,100,3
46,60,2
30,70,3
34,70,9
56,96,4
80,85,2
25,62,1
8,77,2
48,88,9
31,62,4
40,77,3
4,55,10
14,37,2
35,72,8
14,43,3
33,95,9
66,73,1
22,94,8
11,98,1
