400
234,357,4
344,364,2
265,286,3
216,235,7
83,243,10
26,346,10
41,109,9
16,339,2
203,262,7
166,263,10
136,259,7
29,329,3
172,269,2
26,269,3
27,249,1
55,392,2
6,150,7
40,241,9
193,377,8
330,398,2
69,334,3
139,193,5
226,313,9
92,244,8
4,281,10
182,347,3
231,366,2
86,120,2
37,93,9
37,312,4
261,351,7
22,218,2
99,156,8
2,99,1
104,329,9
180,341,5
161,181,2
212,383,1
218,394,8
128,151,2
28,89,10
302,398,9
119,251,9
102,325,5
182,373,3
130,131,4
12,383,10
123,152,6
193,285,4
292,318,10
207,347,10
70,121,5
179,359,4
90,126,4
54,323,4
88,268,9
55,223,7
72,344,8
271,372,4
143,347,1
143,287,10
130,163,4
149,372,6
252,348,7
207,253,5
188,302,4
307,322,7
175,371,1
189,322,6
139,194,5
186,193,4
111,122,9
37,200,5
168,312,1
193,293,7
192,384,4
20,252,10
150,241,2
95,274,3
47,69,9
123,306,3
194,223,9
89,274,4
64,111,7
286,361,8
99,110,9
162,384,8
176,307,1
3,303,9
29,251,8
197,329,8
115,286,5
139,314,4
218,291,6
215,353,3
101,372,2
231,304,6
135,196,10
163,169,4
91,164,5
9,372,8
294,362,6
6,305,1
162,245,9
163,246,2
70,160,7
312,328,7
27,308,5
163,376,4
233,357,2
202,260,10
172,286,1
307,375,3
19,225,7
60,270,3
46,91,8
107,191,8
63,370,1
5,188,3
63,103,3
2,213,3
31,385,8
113,174,9
204,382,7
281,319,2
50,112,7
274,283,8
18,306,9
251,362,7
5,291,5
245,352,1
33,384,4
151,182,10
133,337,8
41,341,7
65,220,7
292,316,4
239,311,2
164,263,2
197,393,3
214,329,8
190,396,2
8,118,7
5,333,2
60,350,6
215,320,4
120,371,7
277,399,7
39,183,6
191,226,10
308,364,9
357,400,7
28,397,5
79,350,1
223,296,4
176,283,1
194,227,9
87,191,10
214,387,9
186,301,9
28,142,8
221,232,4
82,246,7
101,390,6
34,385,2
139,355,1
167,254,9
13,154,10
359,384,10
74,367,7
204,252,5
294,313,4
11,258,1
58,344,2
98,212,1
93,236,1
295,364,1
79,368,8
