200
124,196,7
40,114,3
111,125,4
22,40,7
84,196,8
109,141,4
11,106,6
9,79,1
30,37,2
27,90,5
68,106,7
2,122,5
1,59,6
38,70,3
180,181,10
154,183,5
54,66,4
123,125,2
20,153,9
60,86,10
48,74,6
44,62,8
73,98,10
180,182,8
110,174,7
22,126,3
155,195,3
4,120,9
48,52,9
95,128,4
56,163,3
10,167,8
57,84,3
28,80,1
45,191,10
40,194,5
142,195,4
104,132,9
5,75,9
110,193,9
66,185,9
137,162,7
92,184,1
99,119,8
30,31,2
79,93,3
66,175,8
71,153,4
48,53,6
10,24,6
75,133,6
77,141,4
85,106,1
48,162,2
90,94,1
12,164,1
28,124,8
92,167,8
128,159,7
67,142,2
50,176,2
51,112,9
26,86,3
90,151,10
2,70,7
26,165,4
110,148,10
23,62,7
103,169,2
101,182,6
27,75,6
31,167,2
67,172,10
87,140,6
54,121,7
6,99,10
116,168,10
98,103,7
173,184,1
69,161,5
102,123,1
60,119,7
35,75,10
31,142,6
61,70,4
88,191,1
48,98,4
154,159,7
140,199,8
149,175,9
7,9,2
1,186,10
13,159,8
129,199,6
51,172,4
27,114,10
8,122,6
69,168,4
84,146,2
22,61,2
107,123,9
157,197,7
35,57,5
23,166,10
68,92,5
18,176,2
121,170,8
58,193,8
15,114,1
7,162,8
45,135,9
105,131,8
136,179,3
134,138,4
36,83,10
112,194,10
42,100,8
36,146,5
3,165,3
4,165,7
51,56,8
25,145,4
20,163,1
102,174,7
11,52,9
46,160,3
54,90,9
98,102,6
39,137,7
1,89,5
82,199,8
65,199,5
23,152,5
61,131,1
149,163,3
72,87,7
106,176,5
16,194,5
64,109,10
96,165,4
156,161,8
9,116,7
2,100,2
79,98,1
55,58,1
7,174,2
8,188,6
108,174,3
108,190,6
121,131,10
67,97,2
13,157,8
139,165,8
106,143,1
22,199,5
32,188,4
67,156,10
134,159,7
72,159,5
68,102,8
134,157,7
19,103,9
47,179,6
12,29,1
65,173,4
9,10,6
64,158,5
91,104,5
103,123,2
126,193,7
38,105,9
101,192,8
25,132,10
4,200,7
17,163,6
103,127,9
131,152,9
17,19,2
33,146,2
4,49,5
57,105,3
112,113,1
124,129,5
32,141,4
71,193,2
77,117,8
61,69,5
21,130,2
124,135,5
118,139,7
23,50,3
72,119,3
35,164,6
98,171,6
81,167,2
122,185,6
21,137,3
7,16,9
31,42,3
17,164,3
5,102,1
8,31,7
131,150,4
35,108,9
28,88,7
46,121,8
48,158,3
37,183,6
38,110,7
21,110,1
2,107,8
18,34,6
44,170,8
58,182,8
88,147,9
75,195,1
114,176,6
104,158,8
43,47,8
89,112,1
74,135,1
115,185,9
52,110,5
37,145,3
8,113,8
93,156,3
140,173,5
3,152,6
94,135,7
37,58,4
39,49,6
89,129,3
43,182,10
162,189,6
113,162,7
114,133,9
56,99,7
125,200,1
20,93,4
69,163,9
82,163,10
93,106,2
5,194,1
116,119,10
34,175,7
16,25,9
121,195,7
19,151,8
50,190,5
1,13,3
14,188,2
18,177,7
174,188,3
58,99,1
68,141,7
44,85,9
60,165,7
152,171,4
125,166,10
31,63,1
112,171,6
113,183,4
172,185,10
52,91,1
14,148,2
130,144,10
1,110,2
79,83,6
46,48,4
53,60,9
5,193,5
2,139,3
25,178,2
116,125,4
28,115,5
28,138,5
41,138,1
8,78,1
118,171,4
76,115,5
102,122,2
18,122,4
61,92,5
15,64,2
138,151,8
89,167,6
36,43,10
84,94,5
30,44,10
42,101,5
62,191,4
171,193,1
90,163,2
39,124,2
19,83,10
65,198,7
187,188,10
75,82,3
161,162,5
122,158,4
